timestamp_current_cycle;timestamp_last_cycle;freq;last_wait_time;time_consumption_current;nominal_duration;waiting_time_current;percentage_load_current_slice;percentage_waiting_current_slice;cycle_counter
-1155984195;-1156004477;50;19290;992;20000;19008;4.96;95.04;42
-1155964409;-1155984195;50;19008;778;20000;19222;3.89;96.11;43
-1155944361;-1155964409;50;19222;826;20000;19174;4.13;95.87;44
-1155924191;-1155944361;50;19174;996;20000;19004;4.98;95.02;45
-1155903678;-1155924191;50;19004;1509;20000;18491;7.545;92.455;46
-1155884221;-1155903678;50;18491;966;20000;19034;4.83;95.17;47
-1155864446;-1155884221;50;19034;741;20000;19259;3.705;96.295;48
-1155844052;-1155864446;50;19259;1135;20000;18865;5.675;94.325;49
-1155824357;-1155844052;50;18865;830;20000;19170;4.15;95.85;0
-1155804234;-1155824357;50;19170;953;20000;19047;4.765;95.235;1
-1155784142;-1155804234;50;19047;1045;20000;18955;5.225;94.775;2
-1155764453;-1155784142;50;18955;734;20000;19266;3.67;96.33;3
-1155744337;-1155764453;50;19266;850;20000;19150;4.25;95.75;4
-1155724444;-1155744337;50;19150;743;20000;19257;3.715;96.285;5
-1155704340;-1155724444;50;19257;847;20000;19153;4.235;95.765;6
-1155684442;-1155704340;50;19153;745;20000;19255;3.725;96.275;7
-1155664477;-1155684442;50;19255;710;20000;19290;3.55;96.45;8
-1155644209;-1155664477;50;19290;978;20000;19022;4.89;95.11;9
-1155624008;-1155644209;50;19022;1179;20000;18821;5.895;94.105;10
-1155604198;-1155624008;50;18821;989;20000;19011;4.945;95.055;11
-1155584250;-1155604198;50;19011;937;20000;19063;4.685;95.315;12
-1155564047;-1155584250;50;19063;1140;20000;18860;5.7;94.3;13
-1155543060;-1155564047;50;18860;2127;20000;17873;10.635;89.365;14
-1155524243;-1155543060;50;17873;944;20000;19056;4.72;95.28;15
-1155503839;-1155524243;50;19056;1348;20000;18652;6.74;93.26;16
-1155483569;-1155503839;50;18652;1618;20000;18382;8.09;91.91;17
-1155464071;-1155483569;50;18382;1116;20000;18884;5.58;94.42;18
-1155443421;-1155464071;50;18884;1766;20000;18234;8.83;91.17;19
-1155424061;-1155443421;50;18234;1126;20000;18874;5.63;94.37;20
-1155403957;-1155424061;50;18874;1230;20000;18770;6.15;93.85;21
-1155383999;-1155403957;50;18770;1188;20000;18812;5.94;94.06;22
-1155364041;-1155383999;50;18812;1146;20000;18854;5.73;94.27;23
-1155344107;-1155364041;50;18854;1080;20000;18920;5.4;94.6;24
-1155323420;-1155344107;50;18920;1767;20000;18233;8.835;91.165;25
-1155304432;-1155323420;50;18233;755;20000;19245;3.775;96.225;26
-1155284422;-1155304432;50;19245;765;20000;19235;3.825;96.175;27
-1155264407;-1155284422;50;19235;780;20000;19220;3.9;96.1;28
-1155244172;-1155264407;50;19220;1015;20000;18985;5.075;94.925;29
-1155224438;-1155244172;50;18985;749;20000;19251;3.745;96.255;30
-1155204095;-1155224438;50;19251;1092;20000;18908;5.46;94.54;31
-1155183594;-1155204095;50;18908;1593;20000;18407;7.965;92.035;32
-1155164032;-1155183594;50;18407;1155;20000;18845;5.775;94.225;33
-1155142755;-1155164032;50;18845;2432;20000;17568;12.16;87.84;34
-1155123896;-1155142755;50;17568;1291;20000;18709;6.455;93.545;35
-1155103611;-1155123896;50;18709;1576;20000;18424;7.88;92.12;36
-1155084053;-1155103611;50;18424;1134;20000;18866;5.67;94.33;37
-1155064470;-1155084053;50;18866;717;20000;19283;3.585;96.415;38
-1155044093;-1155064470;50;19283;1094;20000;18906;5.47;94.53;39
-1155024444;-1155044093;50;18906;743;20000;19257;3.715;96.285;40
-1155004255;-1155024444;50;19257;932;20000;19068;4.66;95.34;41
-1154984434;-1155004255;50;19068;753;20000;19247;3.765;96.235;42
-1154964244;-1154984434;50;19247;943;20000;19057;4.715;95.285;43
-1154944326;-1154964244;50;19057;861;20000;19139;4.305;95.695;44
-1154924431;-1154944326;50;19139;756;20000;19244;3.78;96.22;45
-1154904312;-1154924431;50;19244;875;20000;19125;4.375;95.625;46
-1154884452;-1154904312;50;19125;735;20000;19265;3.675;96.325;47
-1154864293;-1154884452;50;19265;894;20000;19106;4.47;95.53;48
-1154843570;-1154864293;50;19106;1617;20000;18383;8.085;91.915;49
-1154823213;-1154843570;50;18383;1974;20000;18026;9.87;90.13;0
-1154804071;-1154823213;50;18026;1116;20000;18884;5.58;94.42;1
-1154784216;-1154804071;50;18884;971;20000;19029;4.855;95.145;2
-1154763629;-1154784216;50;19029;1558;20000;18442;7.79;92.21;3
-1154743994;-1154763629;50;18442;1193;20000;18807;5.965;94.035;4
-1154724197;-1154743994;50;18807;990;20000;19010;4.95;95.05;5
-1154704094;-1154724197;50;19010;1093;20000;18907;5.465;94.535;6
-1154683572;-1154704094;50;18907;1615;20000;18385;8.075;91.925;7
-1154664185;-1154683572;50;18385;1002;20000;18998;5.01;94.99;8
-1154643408;-1154664185;50;18998;1779;20000;18221;8.895;91.105;9
-1154623805;-1154643408;50;18221;1382;20000;18618;6.91;93.09;10
-1154603760;-1154623805;50;18618;1427;20000;18573;7.135;92.865;11
-1154583243;-1154603760;50;18573;1944;20000;18056;9.72;90.28;12
-1154564169;-1154583243;50;18056;1018;20000;18982;5.09;94.91;13
-1154543809;-1154564169;50;18982;1378;20000;18622;6.89;93.11;14
-1154523836;-1154543809;50;18622;1351;20000;18649;6.755;93.245;15
-1154504438;-1154523836;50;18649;749;20000;19251;3.745;96.255;16
-1154484453;-1154504438;50;19251;734;20000;19266;3.67;96.33;17
-1154464256;-1154484453;50;19266;931;20000;19069;4.655;95.345;18
-1154444272;-1154464256;50;19069;915;20000;19085;4.575;95.425;19
-1154424435;-1154444272;50;19085;752;20000;19248;3.76;96.24;20
-1154404144;-1154424435;50;19248;1043;20000;18957;5.215;94.785;21
-1154384258;-1154404144;50;18957;929;20000;19071;4.645;95.355;22
-1154364429;-1154384258;50;19071;758;20000;19242;3.79;96.21;23
-1154344320;-1154364429;50;19242;867;20000;19133;4.335;95.665;24
-1154320499;-1154344320;50;19133;4688;20000;15312;23.44;76.56;25
-1154303932;-1154320499;50;15312;1255;20000;18745;6.275;93.725;26
-1154284455;-1154303932;50;18745;732;20000;19268;3.66;96.34;27
-1154264301;-1154284455;50;19268;886;20000;19114;4.43;95.57;28
-1154243089;-1154264301;50;19114;2098;20000;17902;10.49;89.51;29
-1154224417;-1154243089;50;17902;770;20000;19230;3.85;96.15;30
-1154204001;-1154224417;50;19230;1186;20000;18814;5.93;94.07;31
-1154184349;-1154204001;50;18814;838;20000;19162;4.19;95.81;32
-1154164433;-1154184349;50;19162;754;20000;19246;3.77;96.23;33
-1154144257;-1154164433;50;19246;930;20000;19070;4.65;95.35;34
-1154124232;-1154144257;50;19070;955;20000;19045;4.775;95.225;35
-1154104427;-1154124232;50;19045;760;20000;19240;3.8;96.2;36
-1154084473;-1154104427;50;19240;714;20000;19286;3.57;96.43;37
-1154064414;-1154084473;50;19286;773;20000;19227;3.865;96.135;38
-1154044247;-1154064414;50;19227;940;20000;19060;4.7;95.3;39
-1154024432;-1154044247;50;19060;755;20000;19245;3.775;96.225;40
-1154004458;-1154024432;50;19245;729;20000;19271;3.645;96.355;41
-1153984243;-1154004458;50;19271;944;20000;19056;4.72;95.28;42
-1153964437;-1153984243;50;19056;750;20000;19250;3.75;96.25;43
-1153942716;-1153964437;50;19250;2471;20000;17529;12.355;87.645;44
-1153924210;-1153942716;50;17529;977;20000;19023;4.885;95.115;45
-1153903804;-1153924210;50;19023;1383;20000;18617;6.915;93.085;46
-1153884285;-1153903804;50;18617;902;20000;19098;4.51;95.49;47
-1153864481;-1153884285;50;19098;706;20000;19294;3.53;96.47;48
-1153844147;-1153864481;50;19294;1040;20000;18960;5.2;94.8;49
-1153824305;-1153844147;50;18960;882;20000;19118;4.41;95.59;0
-1153804291;-1153824305;50;19118;896;20000;19104;4.48;95.52;1
-1153784349;-1153804291;50;19104;838;20000;19162;4.19;95.81;2
-1153764464;-1153784349;50;19162;723;20000;19277;3.615;96.385;3
-1153744243;-1153764464;50;19277;944;20000;19056;4.72;95.28;4
-1153724366;-1153744243;50;19056;821;20000;19179;4.105;95.895;5
-1153703988;-1153724366;50;19179;1199;20000;18801;5.995;94.005;6
-1153684269;-1153703988;50;18801;918;20000;19082;4.59;95.41;7
-1153664299;-1153684269;50;19082;888;20000;19112;4.44;95.56;8
-1153644046;-1153664299;50;19112;1141;20000;18859;5.705;94.295;9
-1153624169;-1153644046;50;18859;1018;20000;18982;5.09;94.91;10
-1153604444;-1153624169;50;18982;743;20000;19257;3.715;96.285;11
-1153584345;-1153604444;50;19257;842;20000;19158;4.21;95.79;12
-1153564458;-1153584345;50;19158;729;20000;19271;3.645;96.355;13
-1153544362;-1153564458;50;19271;825;20000;19175;4.125;95.875;14
-1153524333;-1153544362;50;19175;854;20000;19146;4.27;95.73;15
-1153504292;-1153524333;50;19146;895;20000;19105;4.475;95.525;16
-1153484456;-1153504292;50;19105;731;20000;19269;3.655;96.345;17
-1153464483;-1153484456;50;19269;704;20000;19296;3.52;96.48;18
-1153444109;-1153464483;50;19296;1078;20000;18922;5.39;94.61;19
-1153424402;-1153444109;50;18922;785;20000;19215;3.925;96.075;20
-1153404332;-1153424402;50;19215;855;20000;19145;4.275;95.725;21
-1153384332;-1153404332;50;19145;855;20000;19145;4.275;95.725;22
-1153364471;-1153384332;50;19145;716;20000;19284;3.58;96.42;23
-1153343452;-1153364471;50;19284;1735;20000;18265;8.675;91.325;24
-1153324197;-1153343452;50;18265;990;20000;19010;4.95;95.05;25
-1153304094;-1153324197;50;19010;1093;20000;18907;5.465;94.535;26
-1153283970;-1153304094;50;18907;1217;20000;18783;6.085;93.915;27
-1153263746;-1153283970;50;18783;1441;20000;18559;7.205;92.795;28
-1153243933;-1153263746;50;18559;1254;20000;18746;6.27;93.73;29
-1153224185;-1153243933;50;18746;1002;20000;18998;5.01;94.99;30
-1153204117;-1153224185;50;18998;1070;20000;18930;5.35;94.65;31
-1153183949;-1153204117;50;18930;1238;20000;18762;6.19;93.81;32
-1153164206;-1153183949;50;18762;981;20000;19019;4.905;95.095;33
-1153143438;-1153164206;50;19019;1749;20000;18251;8.745;91.255;34
-1153123725;-1153143438;50;18251;1462;20000;18538;7.31;92.69;35
-1153103325;-1153123725;50;18538;1862;20000;18138;9.31;90.69;36
-1153084051;-1153103325;50;18138;1136;20000;18864;5.68;94.32;37
-1153064122;-1153084051;50;18864;1065;20000;18935;5.325;94.675;38
-1153043379;-1153064122;50;18935;1808;20000;18192;9.04;90.96;39
-1153024197;-1153043379;50;18192;990;20000;19010;4.95;95.05;40
-1153004034;-1153024197;50;19010;1153;20000;18847;5.765;94.235;41
-1152984257;-1153004034;50;18847;930;20000;19070;4.65;95.35;42
-1152964419;-1152984257;50;19070;768;20000;19232;3.84;96.16;43
-1152944418;-1152964419;50;19232;769;20000;19231;3.845;96.155;44
-1152924425;-1152944418;50;19231;762;20000;19238;3.81;96.19;45
-1152904052;-1152924425;50;19238;1135;20000;18865;5.675;94.325;46
-1152884256;-1152904052;50;18865;931;20000;19069;4.655;95.345;47
-1152864071;-1152884256;50;19069;1116;20000;18884;5.58;94.42;48
-1152843785;-1152864071;50;18884;1402;20000;18598;7.01;92.99;49
-1152823732;-1152843785;50;18598;1455;20000;18545;7.275;92.725;0
-1152803219;-1152823732;50;18545;1968;20000;18032;9.84;90.16;1
-1152784479;-1152803219;50;18032;708;20000;19292;3.54;96.46;2
-1152764320;-1152784479;50;19292;867;20000;19133;4.335;95.665;3
-1152744277;-1152764320;50;19133;910;20000;19090;4.55;95.45;4
-1152724383;-1152744277;50;19090;804;20000;19196;4.02;95.98;5
-1152704378;-1152724383;50;19196;809;20000;19191;4.045;95.955;6
-1152684169;-1152704378;50;19191;1018;20000;18982;5.09;94.91;7
-1152664242;-1152684169;50;18982;945;20000;19055;4.725;95.275;8
-1152643619;-1152664242;50;19055;1568;20000;18432;7.84;92.16;9
-1152623462;-1152643619;50;18432;1725;20000;18275;8.625;91.375;10
-1152603554;-1152623462;50;18275;1633;20000;18367;8.165;91.835;11
-1152584010;-1152603554;50;18367;1177;20000;18823;5.885;94.115;12
-1152564023;-1152584010;50;18823;1164;20000;18836;5.82;94.18;13
-1152543472;-1152564023;50;18836;1715;20000;18285;8.575;91.425;14
-1152524197;-1152543472;50;18285;990;20000;19010;4.95;95.05;15
-1152504342;-1152524197;50;19010;845;20000;19155;4.225;95.775;16
-1152484378;-1152504342;50;19155;809;20000;19191;4.045;95.955;17
-1152464468;-1152484378;50;19191;719;20000;19281;3.595;96.405;18
-1152444340;-1152464468;50;19281;847;20000;19153;4.235;95.765;19
-1152423823;-1152444340;50;19153;1364;20000;18636;6.82;93.18;20
-1152404248;-1152423823;50;18636;939;20000;19061;4.695;95.305;21
-1152384059;-1152404248;50;19061;1128;20000;18872;5.64;94.36;22
-1152363953;-1152384059;50;18872;1234;20000;18766;6.17;93.83;23
-1152343586;-1152363953;50;18766;1601;20000;18399;8.005;91.995;24
-1152324077;-1152343586;50;18399;1110;20000;18890;5.55;94.45;25
-1152304443;-1152324077;50;18890;744;20000;19256;3.72;96.28;26
-1152284105;-1152304443;50;19256;1082;20000;18918;5.41;94.59;27
-1152264363;-1152284105;50;18918;824;20000;19176;4.12;95.88;28
-1152244314;-1152264363;50;19176;873;20000;19127;4.365;95.635;29
-1152224431;-1152244314;50;19127;756;20000;19244;3.78;96.22;30
-1152204301;-1152224431;50;19244;886;20000;19114;4.43;95.57;31
-1152184450;-1152204301;50;19114;737;20000;19263;3.685;96.315;32
-1152164481;-1152184450;50;19263;706;20000;19294;3.53;96.47;33
-1152144345;-1152164481;50;19294;842;20000;19158;4.21;95.79;34
-1152123692;-1152144345;50;19158;1495;20000;18505;7.475;92.525;35
-1152104429;-1152123692;50;18505;758;20000;19242;3.79;96.21;36
-1152084366;-1152104429;50;19242;821;20000;19179;4.105;95.895;37
-1152064168;-1152084366;50;19179;1019;20000;18981;5.095;94.905;38
-1152044332;-1152064168;50;18981;855;20000;19145;4.275;95.725;39
-1152024456;-1152044332;50;19145;731;20000;19269;3.655;96.345;40
-1152004470;-1152024456;50;19269;717;20000;19283;3.585;96.415;41
-1151983936;-1152004470;50;19283;1251;20000;18749;6.255;93.745;42
-1151964388;-1151983936;50;18749;799;20000;19201;3.995;96.005;43
-1151944227;-1151964388;50;19201;960;20000;19040;4.8;95.2;44
-1151924086;-1151944227;50;19040;1101;20000;18899;5.505;94.495;45
-1151903784;-1151924086;50;18899;1403;20000;18597;7.015;92.985;46
-1151884199;-1151903784;50;18597;988;20000;19012;4.94;95.06;47
-1151862054;-1151884199;50;19012;3133;20000;16867;15.665;84.335;48
-1151843551;-1151862054;50;16867;1636;20000;18364;8.18;91.82;49
-1151824216;-1151843551;50;18364;971;20000;19029;4.855;95.145;0
-1151804198;-1151824216;50;19029;989;20000;19011;4.945;95.055;1
-1151783832;-1151804198;50;19011;1355;20000;18645;6.775;93.225;2
-1151764368;-1151783832;50;18645;819;20000;19181;4.095;95.905;3
-1151744260;-1151764368;50;19181;927;20000;19073;4.635;95.365;4
-1151724285;-1151744260;50;19073;902;20000;19098;4.51;95.49;5
-1151703756;-1151724285;50;19098;1431;20000;18569;7.155;92.845;6
-1151682730;-1151703756;50;18569;2457;20000;17543;12.285;87.715;7
-1151664217;-1151682730;50;17543;970;20000;19030;4.85;95.15;8
-1151644313;-1151664217;50;19030;874;20000;19126;4.37;95.63;9
-1151624427;-1151644313;50;19126;760;20000;19240;3.8;96.2;10
-1151604425;-1151624427;50;19240;762;20000;19238;3.81;96.19;11
-1151584321;-1151604425;50;19238;866;20000;19134;4.33;95.67;12
-1151564230;-1151584321;50;19134;957;20000;19043;4.785;95.215;13
-1151544295;-1151564230;50;19043;892;20000;19108;4.46;95.54;14
-1151524441;-1151544295;50;19108;746;20000;19254;3.73;96.27;15
-1151504283;-1151524441;50;19254;904;20000;19096;4.52;95.48;16
-1151484418;-1151504283;50;19096;769;20000;19231;3.845;96.155;17
-1151464454;-1151484418;50;19231;733;20000;19267;3.665;96.335;18
-1151442604;-1151464454;50;19267;2583;20000;17417;12.915;87.085;19
-1151423839;-1151442604;50;17417;1348;20000;18652;6.74;93.26;20
-1151404020;-1151423839;50;18652;1167;20000;18833;5.835;94.165;21
-1151384103;-1151404020;50;18833;1084;20000;18916;5.42;94.58;22
-1151364316;-1151384103;50;18916;871;20000;19129;4.355;95.645;23
-1151344329;-1151364316;50;19129;858;20000;19142;4.29;95.71;24
-1151324439;-1151344329;50;19142;748;20000;19252;3.74;96.26;25
-1151304321;-1151324439;50;19252;866;20000;19134;4.33;95.67;26
-1151284385;-1151304321;50;19134;802;20000;19198;4.01;95.99;27
-1151264369;-1151284385;50;19198;818;20000;19182;4.09;95.91;28
-1151244052;-1151264369;50;19182;1135;20000;18865;5.675;94.325;29
-1151224247;-1151244052;50;18865;940;20000;19060;4.7;95.3;30
-1151204400;-1151224247;50;19060;787;20000;19213;3.935;96.065;31
-1151184475;-1151204400;50;19213;712;20000;19288;3.56;96.44;32
-1151164081;-1151184475;50;19288;1106;20000;18894;5.53;94.47;33
-1151143440;-1151164081;50;18894;1747;20000;18253;8.735;91.265;34
-1151123978;-1151143440;50;18253;1209;20000;18791;6.045;93.955;35
-1151104178;-1151123978;50;18791;1009;20000;18991;5.045;94.955;36
-1151083937;-1151104178;50;18991;1250;20000;18750;6.25;93.75;37
-1151063916;-1151083937;50;18750;1271;20000;18729;6.355;93.645;38
-1151043724;-1151063916;50;18729;1463;20000;18537;7.315;92.685;39
-1151023699;-1151043724;50;18537;1488;20000;18512;7.44;92.56;40
-1151003565;-1151023699;50;18512;1622;20000;18378;8.11;91.89;41
-1150983979;-1151003565;50;18378;1208;20000;18792;6.04;93.96;42
-1150964038;-1150983979;50;18792;1149;20000;18851;5.745;94.255;43
-1150943231;-1150964038;50;18851;1956;20000;18044;9.78;90.22;44
-1150924043;-1150943231;50;18044;1144;20000;18856;5.72;94.28;45
-1150903955;-1150924043;50;18856;1232;20000;18768;6.16;93.84;46
-1150883521;-1150903955;50;18768;1666;20000;18334;8.33;91.67;47
-1150864067;-1150883521;50;18334;1120;20000;18880;5.6;94.4;48
-1150843651;-1150864067;50;18880;1536;20000;18464;7.68;92.32;49
-1150823785;-1150843651;50;18464;1402;20000;18598;7.01;92.99;0
-1150803712;-1150823785;50;18598;1475;20000;18525;7.375;92.625;1
-1150784057;-1150803712;50;18525;1130;20000;18870;5.65;94.35;2
-1150763967;-1150784057;50;18870;1220;20000;18780;6.1;93.9;3
-1150741754;-1150763967;50;18780;3433;20000;16567;17.165;82.835;4
-1150724430;-1150741754;50;16567;757;20000;19243;3.785;96.215;5
-1150704247;-1150724430;50;19243;940;20000;19060;4.7;95.3;6
-1150684276;-1150704247;50;19060;911;20000;19089;4.555;95.445;7
-1150663487;-1150684276;50;19089;1700;20000;18300;8.5;91.5;8
-1150642074;-1150663487;50;18300;3113;20000;16887;15.565;84.435;9
-1150624468;-1150642074;50;16887;719;20000;19281;3.595;96.405;10
-1150604371;-1150624468;50;19281;816;20000;19184;4.08;95.92;11
-1150583086;-1150604371;50;19184;2101;20000;17899;10.505;89.495;12
-1150564438;-1150583086;50;17899;749;20000;19251;3.745;96.255;13
-1150544348;-1150564438;50;19251;839;20000;19161;4.195;95.805;14
-1150524267;-1150544348;50;19161;920;20000;19080;4.6;95.4;15
-1150504249;-1150524267;50;19080;938;20000;19062;4.69;95.31;16
-1150484293;-1150504249;50;19062;894;20000;19106;4.47;95.53;17
-1150464301;-1150484293;50;19106;886;20000;19114;4.43;95.57;18
-1150444315;-1150464301;50;19114;872;20000;19128;4.36;95.64;19
-1150424428;-1150444315;50;19128;759;20000;19241;3.795;96.205;20
-1150404299;-1150424428;50;19241;888;20000;19112;4.44;95.56;21
-1150384421;-1150404299;50;19112;766;20000;19234;3.83;96.17;22
-1150364489;-1150384421;50;19234;698;20000;19302;3.49;96.51;23
-1150344333;-1150364489;50;19302;854;20000;19146;4.27;95.73;24
-1150324174;-1150344333;50;19146;1013;20000;18987;5.065;94.935;25
-1150304277;-1150324174;50;18987;910;20000;19090;4.55;95.45;26
-1150284430;-1150304277;50;19090;757;20000;19243;3.785;96.215;27
-1150264366;-1150284430;50;19243;821;20000;19179;4.105;95.895;28
-1150244195;-1150264366;50;19179;992;20000;19008;4.96;95.04;29
-1150224458;-1150244195;50;19008;729;20000;19271;3.645;96.355;30
-1150204439;-1150224458;50;19271;748;20000;19252;3.74;96.26;31
-1150184293;-1150204439;50;19252;894;20000;19106;4.47;95.53;32
-1150164417;-1150184293;50;19106;770;20000;19230;3.85;96.15;33
-1150144230;-1150164417;50;19230;957;20000;19043;4.785;95.215;34
-1150124254;-1150144230;50;19043;933;20000;19067;4.665;95.335;35
-1150104300;-1150124254;50;19067;887;20000;19113;4.435;95.565;36
-1150084313;-1150104300;50;19113;874;20000;19126;4.37;95.63;37
-1150064409;-1150084313;50;19126;778;20000;19222;3.89;96.11;38
-1150044133;-1150064409;50;19222;1054;20000;18946;5.27;94.73;39
-1150024362;-1150044133;50;18946;825;20000;19175;4.125;95.875;40
-1150004321;-1150024362;50;19175;866;20000;19134;4.33;95.67;41
-1149984256;-1150004321;50;19134;931;20000;19069;4.655;95.345;42
-1149964316;-1149984256;50;19069;871;20000;19129;4.355;95.645;43
-1149944323;-1149964316;50;19129;864;20000;19136;4.32;95.68;44
-1149924420;-1149944323;50;19136;767;20000;19233;3.835;96.165;45
-1149904131;-1149924420;50;19233;1056;20000;18944;5.28;94.72;46
-1149884430;-1149904131;50;18944;757;20000;19243;3.785;96.215;47
-1149864377;-1149884430;50;19243;810;20000;19190;4.05;95.95;48
-1149844147;-1149864377;50;19190;1040;20000;18960;5.2;94.8;49
-1149824434;-1149844147;50;18960;753;20000;19247;3.765;96.235;0
-1149804310;-1149824434;50;19247;877;20000;19123;4.385;95.615;1
-1149784255;-1149804310;50;19123;932;20000;19068;4.66;95.34;2
-1149764421;-1149784255;50;19068;766;20000;19234;3.83;96.17;3
-1149744337;-1149764421;50;19234;850;20000;19150;4.25;95.75;4
-1149723995;-1149744337;50;19150;1192;20000;18808;5.96;94.04;5
-1149704244;-1149723995;50;18808;943;20000;19057;4.715;95.285;6
-1149684265;-1149704244;50;19057;922;20000;19078;4.61;95.39;7
-1149664074;-1149684265;50;19078;1113;20000;18887;5.565;94.435;8
-1149642939;-1149664074;50;18887;2248;20000;17752;11.24;88.76;9
-1149623333;-1149642939;50;17752;1854;20000;18146;9.27;90.73;10
-1149603881;-1149623333;50;18146;1306;20000;18694;6.53;93.47;11
-1149583493;-1149603881;50;18694;1694;20000;18306;8.47;91.53;12
-1149564174;-1149583493;50;18306;1013;20000;18987;5.065;94.935;13
-1149544029;-1149564174;50;18987;1158;20000;18842;5.79;94.21;14
-1149523949;-1149544029;50;18842;1238;20000;18762;6.19;93.81;15
-1149503847;-1149523949;50;18762;1340;20000;18660;6.7;93.3;16
-1149484019;-1149503847;50;18660;1168;20000;18832;5.84;94.16;17
-1149462760;-1149484019;50;18832;2427;20000;17573;12.135;87.865;18
-1149443526;-1149462760;50;17573;1661;20000;18339;8.305;91.695;19
-1149424412;-1149443526;50;18339;775;20000;19225;3.875;96.125;20
-1149404376;-1149424412;50;19225;811;20000;19189;4.055;95.945;21
-1149384455;-1149404376;50;19189;732;20000;19268;3.66;96.34;22
-1149364469;-1149384455;50;19268;718;20000;19282;3.59;96.41;23
-1149344331;-1149364469;50;19282;856;20000;19144;4.28;95.72;24
-1149324170;-1149344331;50;19144;1017;20000;18983;5.085;94.915;25
-1149304321;-1149324170;50;18983;866;20000;19134;4.33;95.67;26
-1149284195;-1149304321;50;19134;992;20000;19008;4.96;95.04;27
-1149264274;-1149284195;50;19008;913;20000;19087;4.565;95.435;28
-1149244305;-1149264274;50;19087;882;20000;19118;4.41;95.59;29
-1149224387;-1149244305;50;19118;800;20000;19200;4;96;30
-1149204192;-1149224387;50;19200;995;20000;19005;4.975;95.025;31
-1149184471;-1149204192;50;19005;716;20000;19284;3.58;96.42;32
-1149164459;-1149184471;50;19284;728;20000;19272;3.64;96.36;33
-1149144312;-1149164459;50;19272;875;20000;19125;4.375;95.625;34
-1149123630;-1149144312;50;19125;1557;20000;18443;7.785;92.215;35
-1149104070;-1149123630;50;18443;1117;20000;18883;5.585;94.415;36
-1149084273;-1149104070;50;18883;914;20000;19086;4.57;95.43;37
-1149063071;-1149084273;50;19086;2116;20000;17884;10.58;89.42;38
-1149043710;-1149063071;50;17884;1477;20000;18523;7.385;92.615;39
-1149023978;-1149043710;50;18523;1209;20000;18791;6.045;93.955;40
-1149004180;-1149023978;50;18791;1007;20000;18993;5.035;94.965;41
-1148983966;-1149004180;50;18993;1221;20000;18779;6.105;93.895;42
-1148964104;-1148983966;50;18779;1083;20000;18917;5.415;94.585;43
-1148942789;-1148964104;50;18917;2398;20000;17602;11.99;88.01;44
-1148924102;-1148942789;50;17602;1085;20000;18915;5.425;94.575;45
-1148904196;-1148924102;50;18915;991;20000;19009;4.955;95.045;46
-1148883813;-1148904196;50;19009;1374;20000;18626;6.87;93.13;47
-1148864419;-1148883813;50;18626;768;20000;19232;3.84;96.16;48
-1148844359;-1148864419;50;19232;828;20000;19172;4.14;95.86;49
-1148824443;-1148844359;50;19172;744;20000;19256;3.72;96.28;0
-1148804188;-1148824443;50;19256;999;20000;19001;4.995;95.005;1
-1148784447;-1148804188;50;19001;740;20000;19260;3.7;96.3;2
-1148764338;-1148784447;50;19260;849;20000;19151;4.245;95.755;3
-1148744180;-1148764338;50;19151;1007;20000;18993;5.035;94.965;4
-1148724165;-1148744180;50;18993;1022;20000;18978;5.11;94.89;5
-1148703848;-1148724165;50;18978;1339;20000;18661;6.695;93.305;6
-1148684280;-1148703848;50;18661;907;20000;19093;4.535;95.465;7
-1148663512;-1148684280;50;19093;1675;20000;18325;8.375;91.625;8
-1148643703;-1148663512;50;18325;1484;20000;18516;7.42;92.58;9
-1148624011;-1148643703;50;18516;1176;20000;18824;5.88;94.12;10
-1148604205;-1148624011;50;18824;982;20000;19018;4.91;95.09;11
-1148584232;-1148604205;50;19018;955;20000;19045;4.775;95.225;12
-1148563276;-1148584232;50;19045;1911;20000;18089;9.555;90.445;13
-1148543506;-1148563276;50;18089;1681;20000;18319;8.405;91.595;14
-1148524353;-1148543506;50;18319;834;20000;19166;4.17;95.83;15
-1148504462;-1148524353;50;19166;725;20000;19275;3.625;96.375;16
-1148484455;-1148504462;50;19275;732;20000;19268;3.66;96.34;17
-1148464468;-1148484455;50;19268;719;20000;19281;3.595;96.405;18
-1148444202;-1148464468;50;19281;985;20000;19015;4.925;95.075;19
-1148424403;-1148444202;50;19015;784;20000;19216;3.92;96.08;20
-1148404458;-1148424403;50;19216;729;20000;19271;3.645;96.355;21
-1148384286;-1148404458;50;19271;901;20000;19099;4.505;95.495;22
-1148364251;-1148384286;50;19099;936;20000;19064;4.68;95.32;23
-1148344274;-1148364251;50;19064;913;20000;19087;4.565;95.435;24
-1148324271;-1148344274;50;19087;916;20000;19084;4.58;95.42;25
-1148304407;-1148324271;50;19084;780;20000;19220;3.9;96.1;26
-1148284457;-1148304407;50;19220;730;20000;19270;3.65;96.35;27
-1148264386;-1148284457;50;19270;801;20000;19199;4.005;95.995;28
-1148244091;-1148264386;50;19199;1096;20000;18904;5.48;94.52;29
-1148224384;-1148244091;50;18904;803;20000;19197;4.015;95.985;30
-1148204468;-1148224384;50;19197;719;20000;19281;3.595;96.405;31
-1148184214;-1148204468;50;19281;973;20000;19027;4.865;95.135;32
-1148164170;-1148184214;50;19027;1017;20000;18983;5.085;94.915;33
