-1200352271;-1200377187;40;23976;940;25000;24060;3.76;96.24;25
-1200327062;-1200352271;40;24060;1149;25000;23851;4.596;95.404;26
-1200302152;-1200327062;40;23851;1059;25000;23941;4.236;95.764;27
-1200277151;-1200302152;40;23941;1060;25000;23940;4.24;95.76;28
-1200251922;-1200277151;40;23940;1289;25000;23711;5.156;94.844;29
-1200227316;-1200251922;40;23711;895;25000;24105;3.58;96.42;30
-1200202267;-1200227316;40;24105;944;25000;24056;3.776;96.224;31
-1200177279;-1200202267;40;24056;932;25000;24068;3.728;96.272;32
-1200152330;-1200177279;40;24068;881;25000;24119;3.524;96.476;33
-1200127278;-1200152330;40;24119;933;25000;24067;3.732;96.268;34
-1200102228;-1200127278;40;24067;983;25000;24017;3.932;96.068;35
-1200076767;-1200102228;40;24017;1444;25000;23556;5.776;94.224;36
-1200052199;-1200076767;40;23556;1012;25000;23988;4.048;95.952;37
-1200027288;-1200052199;40;23988;923;25000;24077;3.692;96.308;38
-1200002254;-1200027288;40;24077;957;25000;24043;3.828;96.172;39
-1199976978;-1200002254;40;24043;1233;25000;23767;4.932;95.068;0
-1199952164;-1199976978;40;23767;1047;25000;23953;4.188;95.812;1
-1199927191;-1199952164;40;23953;1020;25000;23980;4.08;95.92;2
-1199902164;-1199927191;40;23980;1047;25000;23953;4.188;95.812;3
-1199876674;-1199902164;40;23953;1537;25000;23463;6.148;93.852;4
-1199852195;-1199876674;40;23463;1016;25000;23984;4.064;95.936;5
-1199827181;-1199852195;40;23984;1030;25000;23970;4.12;95.88;6
-1199802161;-1199827181;40;23970;1050;25000;23950;4.2;95.8;7
-1199776819;-1199802161;40;23950;1392;25000;23608;5.568;94.432;8
-1199752214;-1199776819;40;23608;997;25000;24003;3.988;96.012;9
-1199727146;-1199752214;40;24003;1065;25000;23935;4.26;95.74;10
-1199702146;-1199727146;40;23935;1065;25000;23935;4.26;95.74;11
-1199676800;-1199702146;40;23935;1411;25000;23589;5.644;94.356;12
-1199651610;-1199676800;40;23589;1601;25000;23399;6.404;93.596;13
-1199627193;-1199651610;40;23399;1018;25000;23982;4.072;95.928;14
-1199602180;-1199627193;40;23982;1031;25000;23969;4.124;95.876;15
-1199576886;-1199602180;40;23969;1325;25000;23675;5.3;94.7;16
-1199552138;-1199576886;40;23675;1073;25000;23927;4.292;95.708;17
-1199527156;-1199552138;40;23927;1055;25000;23945;4.22;95.78;18
-1199502104;-1199527156;40;23945;1107;25000;23893;4.428;95.572;19
-1199476732;-1199502104;40;23893;1479;25000;23521;5.916;94.084;20
-1199452186;-1199476732;40;23521;1025;25000;23975;4.1;95.9;21
-1199427161;-1199452186;40;23975;1050;25000;23950;4.2;95.8;22
-1199402043;-1199427161;40;23950;1168;25000;23832;4.672;95.328;23
-1199377211;-1199402043;40;23832;1000;25000;24000;4;96;24
-1199352263;-1199377211;40;24000;948;25000;24052;3.792;96.208;25
-1199327176;-1199352263;40;24052;1035;25000;23965;4.14;95.86;26
-1199302157;-1199327176;40;23965;1054;25000;23946;4.216;95.784;27
-1199276518;-1199302157;40;23946;1693;25000;23307;6.772;93.228;28
-1199252182;-1199276518;40;23307;1029;25000;23971;4.116;95.884;29
-1199227172;-1199252182;40;23971;1039;25000;23961;4.156;95.844;30
-1199202142;-1199227172;40;23961;1069;25000;23931;4.276;95.724;31
-1199176276;-1199202142;40;23931;1935;25000;23065;7.74;92.26;32
-1199152210;-1199176276;40;23065;1001;25000;23999;4.004;95.996;33
-1199127193;-1199152210;40;23999;1018;25000;23982;4.072;95.928;34
-1199102142;-1199127193;40;23982;1069;25000;23931;4.276;95.724;35
-1199076810;-1199102142;40;23931;1401;25000;23599;5.604;94.396;36
-1199052168;-1199076810;40;23599;1043;25000;23957;4.172;95.828;37
-1199027187;-1199052168;40;23957;1024;25000;23976;4.096;95.904;38
-1199001928;-1199027187;40;23976;1283;25000;23717;5.132;94.868;39
-1198976811;-1199001928;40;23717;1400;25000;23600;5.6;94.4;0
-1198951686;-1198976811;40;23600;1525;25000;23475;6.1;93.9;1
-1198927268;-1198951686;40;23475;943;25000;24057;3.772;96.228;2
-1198901959;-1198927268;40;24057;1252;25000;23748;5.008;94.992;3
-1198877182;-1198901959;40;23748;1029;25000;23971;4.116;95.884;4
-1198852211;-1198877182;40;23971;1000;25000;24000;4;96;5
-1198827187;-1198852211;40;24000;1024;25000;23976;4.096;95.904;6
-1198802225;-1198827187;40;23976;986;25000;24014;3.944;96.056;7
-1198776766;-1198802225;40;24014;1445;25000;23555;5.78;94.22;8
-1198752080;-1198776766;40;23555;1131;25000;23869;4.524;95.476;9
-1198727066;-1198752080;40;23869;1145;25000;23855;4.58;95.42;10
